1706603282.480517 server started (18736): version next-3.4, socket /tmp/tmux-1000/default, protocol 8
1706603282.480570 on Linux 6.6.3-411.asahi.fc39.aarch64+16k #1 SMP PREEMPT_DYNAMIC Tue Dec 19 10:21:20 UTC 2023
1706603282.480575 using libevent 2.1.12-stable poll
1706603282.480576 using ncurses 6.4 20230520
1706603282.506276 yylex_token: end at WS
1706603282.506277 yylex_token: -Tcopy-mode-vi
1706603282.506279 yylex_token: end at WS
1706603282.506280 yylex_token: MouseDrag1Pane
1706603282.506282 yylex_token: end at ;
1706603282.506283 yylex_token: select-pane
1706603282.506284 yylex_token: end at WS
1706603282.506285 yylex_token: send
1706603282.506287 yylex_token: end at WS
1706603282.506288 yylex_token: -X
1706603282.506290 yylex_token: end at WS
1706603282.506291 yylex_token: begin-selection
1706603282.506293 cmd_parse_build_commands 0:0: bind
1706603282.506294 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506295 cmd_parse_build_commands 0:2: MouseDrag1Pane
1706603282.506297 cmd_parse_build_commands 0:3 0:0: select-pane
1706603282.506298 cmd_parse_build_commands 0:3 1:0: send
1706603282.506300 cmd_parse_build_commands 0:3 1:1: -X
1706603282.506301 cmd_parse_build_commands 0:3 1:2: begin-selection
1706603282.506303 cmd_parse_build_commands 0:0: select-pane
1706603282.506304 cmd_parse_build_commands 1:0: send
1706603282.506306 cmd_parse_build_commands 1:1: -X
1706603282.506307 cmd_parse_build_commands 1:2: begin-selection
1706603282.506310 args_parse: flags end at 1 of 1
1706603282.506313 args_parse_flags: next -X
1706603282.506314 args_parse_flags: -X
1706603282.506316 args_parse_flags: next begin-selection
1706603282.506317 args_parse: flags end at 2 of 3
1706603282.506318 args_parse: 2 = begin-selection (type STRING)
1706603282.506321 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1706603282.506323 args_parse_flags: next -Tcopy-mode-vi
1706603282.506324 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506325 args_parse_flags: next MouseDrag1Pane
1706603282.506327 args_parse: flags end at 2 of 4
1706603282.506328 args_parse: 2 = MouseDrag1Pane (type STRING)
1706603282.506331 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1706603282.506335 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1706603282.506337 cmdq_get_command: [bind-key/0xaaab51eca280] group 2568
1706603282.506339 cmdq_append <global>: [bind-key/0xaaab51eca280]
1706603282.506340 yylex_token: end at WS
1706603282.506341 yylex_token: bind
1706603282.506343 yylex_token: end at WS
1706603282.506344 yylex_token: -Tcopy-mode-vi
1706603282.506347 yylex_token: end at WS
1706603282.506349 yylex_token: MouseDragEnd1Pane
1706603282.506350 yylex_token: end at WS
1706603282.506351 yylex_token: send
1706603282.506353 yylex_token: end at WS
1706603282.506354 yylex_token: -X
1706603282.506356 yylex_token: end at WS
1706603282.506357 yylex_token: copy-pipe-and-cancel
1706603282.506358 cmd_parse_build_commands 0:0: bind
1706603282.506360 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506361 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1706603282.506363 cmd_parse_build_commands 0:3 0:0: send
1706603282.506364 cmd_parse_build_commands 0:3 0:1: -X
1706603282.506366 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1706603282.506368 cmd_parse_build_commands 0:0: send
1706603282.506369 cmd_parse_build_commands 0:1: -X
1706603282.506370 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1706603282.506373 args_parse_flags: next -X
1706603282.506375 args_parse_flags: -X
1706603282.506376 args_parse_flags: next copy-pipe-and-cancel
1706603282.506377 args_parse: flags end at 2 of 3
1706603282.506379 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1706603282.506381 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1706603282.506383 args_parse_flags: next -Tcopy-mode-vi
1706603282.506384 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506386 args_parse_flags: next MouseDragEnd1Pane
1706603282.506387 args_parse: flags end at 2 of 4
1706603282.506388 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1706603282.506391 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1706603282.506395 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1706603282.506397 cmdq_get_command: [bind-key/0xaaab51ec2b50] group 2577
1706603282.506398 cmdq_append <global>: [bind-key/0xaaab51ec2b50]
1706603282.506400 yylex_token: end at WS
1706603282.506401 yylex_token: bind
1706603282.506402 yylex_token: end at WS
1706603282.506404 yylex_token: -Tcopy-mode-vi
1706603282.506405 yylex_token: end at WS
1706603282.506406 yylex_token: WheelUpPane
1706603282.506408 yylex_token: end at ;
1706603282.506409 yylex_token: select-pane
1706603282.506411 yylex_token: end at WS
1706603282.506412 yylex_token: send
1706603282.506413 yylex_token: end at WS
1706603282.506414 yylex_token: -N5
1706603282.506416 yylex_token: end at WS
1706603282.506417 yylex_token: -X
1706603282.506419 yylex_token: end at WS
1706603282.506420 yylex_token: scroll-up
1706603282.506422 cmd_parse_build_commands 0:0: bind
1706603282.506423 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506424 cmd_parse_build_commands 0:2: WheelUpPane
1706603282.506426 cmd_parse_build_commands 0:3 0:0: select-pane
1706603282.506427 cmd_parse_build_commands 0:3 1:0: send
1706603282.506429 cmd_parse_build_commands 0:3 1:1: -N5
1706603282.506430 cmd_parse_build_commands 0:3 1:2: -X
1706603282.506431 cmd_parse_build_commands 0:3 1:3: scroll-up
1706603282.506433 cmd_parse_build_commands 0:0: select-pane
1706603282.506435 cmd_parse_build_commands 1:0: send
1706603282.506436 cmd_parse_build_commands 1:1: -N5
1706603282.506437 cmd_parse_build_commands 1:2: -X
1706603282.506439 cmd_parse_build_commands 1:3: scroll-up
1706603282.506442 args_parse: flags end at 1 of 1
1706603282.506445 args_parse_flags: next -N5
1706603282.506446 args_parse_flag_argument: -N = 5
1706603282.506447 args_parse_flags: next -X
1706603282.506449 args_parse_flags: -X
1706603282.506450 args_parse_flags: next scroll-up
1706603282.506451 args_parse: flags end at 3 of 4
1706603282.506456 args_parse: 3 = scroll-up (type STRING)
1706603282.506460 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1706603282.506461 args_parse_flags: next -Tcopy-mode-vi
1706603282.506463 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506464 args_parse_flags: next WheelUpPane
1706603282.506465 args_parse: flags end at 2 of 4
1706603282.506467 args_parse: 2 = WheelUpPane (type STRING)
1706603282.506470 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1706603282.506475 cmd_parse_build_commands: bind-key -T copy-mode-vi WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1706603282.506477 cmdq_get_command: [bind-key/0xaaab51ec8610] group 2585
1706603282.506479 cmdq_append <global>: [bind-key/0xaaab51ec8610]
1706603282.506480 yylex_token: end at WS
1706603282.506481 yylex_token: bind
1706603282.506483 yylex_token: end at WS
1706603282.506484 yylex_token: -Tcopy-mode-vi
1706603282.506486 yylex_token: end at WS
1706603282.506487 yylex_token: WheelDownPane
1706603282.506489 yylex_token: end at ;
1706603282.506490 yylex_token: select-pane
1706603282.506491 yylex_token: end at WS
1706603282.506493 yylex_token: send
1706603282.506494 yylex_token: end at WS
1706603282.506495 yylex_token: -N5
1706603282.506496 yylex_token: end at WS
1706603282.506497 yylex_token: -X
1706603282.506499 yylex_token: end at WS
1706603282.506500 yylex_token: scroll-down
1706603282.506502 cmd_parse_build_commands 0:0: bind
1706603282.506504 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506505 cmd_parse_build_commands 0:2: WheelDownPane
1706603282.506506 cmd_parse_build_commands 0:3 0:0: select-pane
1706603282.506508 cmd_parse_build_commands 0:3 1:0: send
1706603282.506509 cmd_parse_build_commands 0:3 1:1: -N5
1706603282.506510 cmd_parse_build_commands 0:3 1:2: -X
1706603282.506512 cmd_parse_build_commands 0:3 1:3: scroll-down
1706603282.506513 cmd_parse_build_commands 0:0: select-pane
1706603282.506515 cmd_parse_build_commands 1:0: send
1706603282.506516 cmd_parse_build_commands 1:1: -N5
1706603282.506517 cmd_parse_build_commands 1:2: -X
1706603282.506519 cmd_parse_build_commands 1:3: scroll-down
1706603282.506522 args_parse: flags end at 1 of 1
1706603282.506525 args_parse_flags: next -N5
1706603282.506526 args_parse_flag_argument: -N = 5
1706603282.506527 args_parse_flags: next -X
1706603282.506529 args_parse_flags: -X
1706603282.506530 args_parse_flags: next scroll-down
1706603282.506531 args_parse: flags end at 3 of 4
1706603282.506533 args_parse: 3 = scroll-down (type STRING)
1706603282.506536 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1706603282.506537 args_parse_flags: next -Tcopy-mode-vi
1706603282.506539 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506540 args_parse_flags: next WheelDownPane
1706603282.506541 args_parse: flags end at 2 of 4
1706603282.506543 args_parse: 2 = WheelDownPane (type STRING)
1706603282.506546 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1706603282.506550 cmd_parse_build_commands: bind-key -T copy-mode-vi WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1706603282.506552 cmdq_get_command: [bind-key/0xaaab51ec47c0] group 2594
1706603282.506554 cmdq_append <global>: [bind-key/0xaaab51ec47c0]
1706603282.506555 yylex_token: end at WS
1706603282.506556 yylex_token: bind
1706603282.506558 yylex_token: end at WS
1706603282.506559 yylex_token: -Tcopy-mode-vi
1706603282.506561 yylex_token: end at WS
1706603282.506562 yylex_token: DoubleClick1Pane
1706603282.506564 yylex_token: end at ;
1706603282.506565 yylex_token: select-pane
1706603282.506566 yylex_token: end at WS
1706603282.506567 yylex_token: send
1706603282.506569 yylex_token: end at WS
1706603282.506570 yylex_token: -X
1706603282.506571 yylex_token: end at ;
1706603282.506572 yylex_token: select-word
1706603282.506574 yylex_token: end at WS
1706603282.506575 yylex_token: run
1706603282.506577 yylex_token: end at ;
1706603282.506578 yylex_token: -d0.3
1706603282.506579 yylex_token: end at WS
1706603282.506581 yylex_token: send
1706603282.506582 yylex_token: end at WS
1706603282.506583 yylex_token: -X
1706603282.506585 yylex_token: end at WS
1706603282.506586 yylex_token: copy-pipe-and-cancel
1706603282.506588 cmd_parse_build_commands 0:0: bind
1706603282.506589 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506590 cmd_parse_build_commands 0:2: DoubleClick1Pane
1706603282.506592 cmd_parse_build_commands 0:3 0:0: select-pane
1706603282.506593 cmd_parse_build_commands 0:3 1:0: send
1706603282.506595 cmd_parse_build_commands 0:3 1:1: -X
1706603282.506597 cmd_parse_build_commands 0:3 1:2: select-word
1706603282.506598 cmd_parse_build_commands 0:3 2:0: run
1706603282.506599 cmd_parse_build_commands 0:3 2:1: -d0.3
1706603282.506601 cmd_parse_build_commands 0:3 3:0: send
1706603282.506602 cmd_parse_build_commands 0:3 3:1: -X
1706603282.506604 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1706603282.506605 cmd_parse_build_commands 0:0: select-pane
1706603282.506607 cmd_parse_build_commands 1:0: send
1706603282.506608 cmd_parse_build_commands 1:1: -X
1706603282.506609 cmd_parse_build_commands 1:2: select-word
1706603282.506611 cmd_parse_build_commands 2:0: run
1706603282.506612 cmd_parse_build_commands 2:1: -d0.3
1706603282.506613 cmd_parse_build_commands 3:0: send
1706603282.506615 cmd_parse_build_commands 3:1: -X
1706603282.506616 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1706603282.506619 args_parse: flags end at 1 of 1
1706603282.506622 args_parse_flags: next -X
1706603282.506623 args_parse_flags: -X
1706603282.506625 args_parse_flags: next select-word
1706603282.506626 args_parse: flags end at 2 of 3
1706603282.506627 args_parse: 2 = select-word (type STRING)
1706603282.506630 args_parse_flags: next -d0.3
1706603282.506632 args_parse_flag_argument: -d = 0.3
1706603282.506633 args_parse: flags end at 2 of 2
1706603282.506636 args_parse_flags: next -X
1706603282.506637 args_parse_flags: -X
1706603282.506641 args_parse_flags: next copy-pipe-and-cancel
1706603282.506642 args_parse: flags end at 2 of 3
1706603282.506644 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1706603282.506648 cmd_parse_build_commands: select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1706603282.506650 args_parse_flags: next -Tcopy-mode-vi
1706603282.506651 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506653 args_parse_flags: next DoubleClick1Pane
1706603282.506654 args_parse: flags end at 2 of 4
1706603282.506656 args_parse: 2 = DoubleClick1Pane (type STRING)
1706603282.506661 args_parse: 3 = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1706603282.506667 cmd_parse_build_commands: bind-key -T copy-mode-vi DoubleClick1Pane { select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1706603282.506669 cmdq_get_command: [bind-key/0xaaab51ec74f0] group 2603
1706603282.506671 cmdq_append <global>: [bind-key/0xaaab51ec74f0]
1706603282.506672 yylex_token: end at WS
1706603282.506674 yylex_token: bind
1706603282.506675 yylex_token: end at WS
1706603282.506676 yylex_token: -Tcopy-mode-vi
1706603282.506678 yylex_token: end at WS
1706603282.506679 yylex_token: TripleClick1Pane
1706603282.506681 yylex_token: end at ;
1706603282.506682 yylex_token: select-pane
1706603282.506683 yylex_token: end at WS
1706603282.506684 yylex_token: send
1706603282.506686 yylex_token: end at WS
1706603282.506687 yylex_token: -X
1706603282.506688 yylex_token: end at ;
1706603282.506690 yylex_token: select-line
1706603282.506691 yylex_token: end at WS
1706603282.506692 yylex_token: run
1706603282.506694 yylex_token: end at ;
1706603282.506695 yylex_token: -d0.3
1706603282.506696 yylex_token: end at WS
1706603282.506697 yylex_token: send
1706603282.506699 yylex_token: end at WS
1706603282.506700 yylex_token: -X
1706603282.506702 yylex_token: end at WS
1706603282.506703 yylex_token: copy-pipe-and-cancel
1706603282.506705 cmd_parse_build_commands 0:0: bind
1706603282.506706 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506707 cmd_parse_build_commands 0:2: TripleClick1Pane
1706603282.506709 cmd_parse_build_commands 0:3 0:0: select-pane
1706603282.506710 cmd_parse_build_commands 0:3 1:0: send
1706603282.506712 cmd_parse_build_commands 0:3 1:1: -X
1706603282.506713 cmd_parse_build_commands 0:3 1:2: select-line
1706603282.506714 cmd_parse_build_commands 0:3 2:0: run
1706603282.506716 cmd_parse_build_commands 0:3 2:1: -d0.3
1706603282.506717 cmd_parse_build_commands 0:3 3:0: send
1706603282.506718 cmd_parse_build_commands 0:3 3:1: -X
1706603282.506721 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1706603282.506723 cmd_parse_build_commands 0:0: select-pane
1706603282.506724 cmd_parse_build_commands 1:0: send
1706603282.506725 cmd_parse_build_commands 1:1: -X
1706603282.506727 cmd_parse_build_commands 1:2: select-line
1706603282.506728 cmd_parse_build_commands 2:0: run
1706603282.506729 cmd_parse_build_commands 2:1: -d0.3
1706603282.506731 cmd_parse_build_commands 3:0: send
1706603282.506732 cmd_parse_build_commands 3:1: -X
1706603282.506734 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1706603282.506737 args_parse: flags end at 1 of 1
1706603282.506740 args_parse_flags: next -X
1706603282.506741 args_parse_flags: -X
1706603282.506742 args_parse_flags: next select-line
1706603282.506744 args_parse: flags end at 2 of 3
1706603282.506745 args_parse: 2 = select-line (type STRING)
1706603282.506748 args_parse_flags: next -d0.3
1706603282.506749 args_parse_flag_argument: -d = 0.3
1706603282.506751 args_parse: flags end at 2 of 2
1706603282.506754 args_parse_flags: next -X
1706603282.506755 args_parse_flags: -X
1706603282.506756 args_parse_flags: next copy-pipe-and-cancel
1706603282.506758 args_parse: flags end at 2 of 3
1706603282.506759 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1706603282.506766 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1706603282.506767 args_parse_flags: next -Tcopy-mode-vi
1706603282.506769 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506770 args_parse_flags: next TripleClick1Pane
1706603282.506771 args_parse: flags end at 2 of 4
1706603282.506773 args_parse: 2 = TripleClick1Pane (type STRING)
1706603282.506777 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1706603282.506787 cmd_parse_build_commands: bind-key -T copy-mode-vi TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1706603282.506790 cmdq_get_command: [bind-key/0xaaab51ebcdc0] group 2614
1706603282.506791 cmdq_append <global>: [bind-key/0xaaab51ebcdc0]
1706603282.506792 yylex_token: end at WS
1706603282.506794 yylex_token: bind
1706603282.506795 yylex_token: end at WS
1706603282.506797 yylex_token: -Tcopy-mode-vi
1706603282.506798 yylex_token: end at WS
1706603282.506799 yylex_token: BSpace
1706603282.506801 yylex_token: end at WS
1706603282.506802 yylex_token: send
1706603282.506803 yylex_token: end at WS
1706603282.506804 yylex_token: -X
1706603282.506806 yylex_token: end at WS
1706603282.506807 yylex_token: cursor-left
1706603282.506809 cmd_parse_build_commands 0:0: bind
1706603282.506810 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506811 cmd_parse_build_commands 0:2: BSpace
1706603282.506813 cmd_parse_build_commands 0:3 0:0: send
1706603282.506814 cmd_parse_build_commands 0:3 0:1: -X
1706603282.506815 cmd_parse_build_commands 0:3 0:2: cursor-left
1706603282.506817 cmd_parse_build_commands 0:0: send
1706603282.506819 cmd_parse_build_commands 0:1: -X
1706603282.506820 cmd_parse_build_commands 0:2: cursor-left
1706603282.506823 args_parse_flags: next -X
1706603282.506825 args_parse_flags: -X
1706603282.506826 args_parse_flags: next cursor-left
1706603282.506827 args_parse: flags end at 2 of 3
1706603282.506829 args_parse: 2 = cursor-left (type STRING)
1706603282.506831 cmd_parse_build_commands: send-keys -X cursor-left
1706603282.506832 args_parse_flags: next -Tcopy-mode-vi
1706603282.506834 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506835 args_parse_flags: next BSpace
1706603282.506836 args_parse: flags end at 2 of 4
1706603282.506838 args_parse: 2 = BSpace (type STRING)
1706603282.506840 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1706603282.506844 cmd_parse_build_commands: bind-key -T copy-mode-vi BSpace { send-keys -X cursor-left }
1706603282.506846 cmdq_get_command: [bind-key/0xaaab51e90bf0] group 2625
1706603282.506847 cmdq_append <global>: [bind-key/0xaaab51e90bf0]
1706603282.506849 yylex_token: end at WS
1706603282.506852 yylex_token: bind
1706603282.506853 yylex_token: end at WS
1706603282.506854 yylex_token: -Tcopy-mode-vi
1706603282.506856 yylex_token: end at WS
1706603282.506857 yylex_token: NPage
1706603282.506858 yylex_token: end at WS
1706603282.506860 yylex_token: send
1706603282.506861 yylex_token: end at WS
1706603282.506862 yylex_token: -X
1706603282.506863 yylex_token: end at WS
1706603282.506865 yylex_token: page-down
1706603282.506866 cmd_parse_build_commands 0:0: bind
1706603282.506868 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506869 cmd_parse_build_commands 0:2: NPage
1706603282.506870 cmd_parse_build_commands 0:3 0:0: send
1706603282.506872 cmd_parse_build_commands 0:3 0:1: -X
1706603282.506873 cmd_parse_build_commands 0:3 0:2: page-down
1706603282.506875 cmd_parse_build_commands 0:0: send
1706603282.506876 cmd_parse_build_commands 0:1: -X
1706603282.506877 cmd_parse_build_commands 0:2: page-down
1706603282.506880 args_parse_flags: next -X
1706603282.506882 args_parse_flags: -X
1706603282.506883 args_parse_flags: next page-down
1706603282.506884 args_parse: flags end at 2 of 3
1706603282.506886 args_parse: 2 = page-down (type STRING)
1706603282.506888 cmd_parse_build_commands: send-keys -X page-down
1706603282.506889 args_parse_flags: next -Tcopy-mode-vi
1706603282.506891 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506892 args_parse_flags: next NPage
1706603282.506893 args_parse: flags end at 2 of 4
1706603282.506895 args_parse: 2 = NPage (type STRING)
1706603282.506897 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1706603282.506901 cmd_parse_build_commands: bind-key -T copy-mode-vi NPage { send-keys -X page-down }
1706603282.506903 cmdq_get_command: [bind-key/0xaaab51ebfa30] group 2633
1706603282.506904 cmdq_append <global>: [bind-key/0xaaab51ebfa30]
1706603282.506906 yylex_token: end at WS
1706603282.506907 yylex_token: bind
1706603282.506908 yylex_token: end at WS
1706603282.506910 yylex_token: -Tcopy-mode-vi
1706603282.506911 yylex_token: end at WS
1706603282.506912 yylex_token: PPage
1706603282.506914 yylex_token: end at WS
1706603282.506915 yylex_token: send
1706603282.506916 yylex_token: end at WS
1706603282.506917 yylex_token: -X
1706603282.506919 yylex_token: end at WS
1706603282.506920 yylex_token: page-up
1706603282.506921 cmd_parse_build_commands 0:0: bind
1706603282.506923 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506924 cmd_parse_build_commands 0:2: PPage
1706603282.506926 cmd_parse_build_commands 0:3 0:0: send
1706603282.506927 cmd_parse_build_commands 0:3 0:1: -X
1706603282.506928 cmd_parse_build_commands 0:3 0:2: page-up
1706603282.506930 cmd_parse_build_commands 0:0: send
1706603282.506932 cmd_parse_build_commands 0:1: -X
1706603282.506933 cmd_parse_build_commands 0:2: page-up
1706603282.506936 args_parse_flags: next -X
1706603282.506937 args_parse_flags: -X
1706603282.506938 args_parse_flags: next page-up
1706603282.506940 args_parse: flags end at 2 of 3
1706603282.506941 args_parse: 2 = page-up (type STRING)
1706603282.506944 cmd_parse_build_commands: send-keys -X page-up
1706603282.506945 args_parse_flags: next -Tcopy-mode-vi
1706603282.506946 args_parse_flag_argument: -T = copy-mode-vi
1706603282.506948 args_parse_flags: next PPage
1706603282.506949 args_parse: flags end at 2 of 4
1706603282.506950 args_parse: 2 = PPage (type STRING)
1706603282.506954 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1706603282.506958 cmd_parse_build_commands: bind-key -T copy-mode-vi PPage { send-keys -X page-up }
1706603282.506960 cmdq_get_command: [bind-key/0xaaab51ec6700] group 2641
1706603282.506961 cmdq_append <global>: [bind-key/0xaaab51ec6700]
1706603282.506962 yylex_token: end at WS
1706603282.506964 yylex_token: bind
1706603282.506965 yylex_token: end at WS
1706603282.506967 yylex_token: -Tcopy-mode-vi
1706603282.506968 yylex_token: end at WS
1706603282.506969 yylex_token: Up
1706603282.506971 yylex_token: end at WS
1706603282.506972 yylex_token: send
1706603282.506973 yylex_token: end at WS
1706603282.506975 yylex_token: -X
1706603282.506977 yylex_token: end at WS
1706603282.506978 yylex_token: cursor-up
1706603282.506980 cmd_parse_build_commands 0:0: bind
1706603282.506981 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.506983 cmd_parse_build_commands 0:2: Up
1706603282.506984 cmd_parse_build_commands 0:3 0:0: send
1706603282.506985 cmd_parse_build_commands 0:3 0:1: -X
1706603282.506987 cmd_parse_build_commands 0:3 0:2: cursor-up
1706603282.506988 cmd_parse_build_commands 0:0: send
1706603282.506990 cmd_parse_build_commands 0:1: -X
1706603282.506991 cmd_parse_build_commands 0:2: cursor-up
1706603282.506994 args_parse_flags: next -X
1706603282.506995 args_parse_flags: -X
1706603282.506997 args_parse_flags: next cursor-up
1706603282.506998 args_parse: flags end at 2 of 3
1706603282.506999 args_parse: 2 = cursor-up (type STRING)
1706603282.507002 cmd_parse_build_commands: send-keys -X cursor-up
1706603282.507003 args_parse_flags: next -Tcopy-mode-vi
1706603282.507004 args_parse_flag_argument: -T = copy-mode-vi
1706603282.507006 args_parse_flags: next Up
1706603282.507007 args_parse: flags end at 2 of 4
1706603282.507008 args_parse: 2 = Up (type STRING)
1706603282.507010 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1706603282.507014 cmd_parse_build_commands: bind-key -T copy-mode-vi Up { send-keys -X cursor-up }
1706603282.507016 cmdq_get_command: [bind-key/0xaaab51ec9930] group 2649
1706603282.507017 cmdq_append <global>: [bind-key/0xaaab51ec9930]
1706603282.507019 yylex_token: end at WS
1706603282.507020 yylex_token: bind
1706603282.507021 yylex_token: end at WS
1706603282.507023 yylex_token: -Tcopy-mode-vi
1706603282.507024 yylex_token: end at WS
1706603282.507025 yylex_token: Down
1706603282.507027 yylex_token: end at WS
1706603282.507028 yylex_token: send
1706603282.507029 yylex_token: end at WS
1706603282.507030 yylex_token: -X
1706603282.507032 yylex_token: end at WS
1706603282.507033 yylex_token: cursor-down
1706603282.507035 cmd_parse_build_commands 0:0: bind
1706603282.507036 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.507037 cmd_parse_build_commands 0:2: Down
1706603282.507039 cmd_parse_build_commands 0:3 0:0: send
1706603282.507040 cmd_parse_build_commands 0:3 0:1: -X
1706603282.507042 cmd_parse_build_commands 0:3 0:2: cursor-down
1706603282.507043 cmd_parse_build_commands 0:0: send
1706603282.507045 cmd_parse_build_commands 0:1: -X
1706603282.507046 cmd_parse_build_commands 0:2: cursor-down
1706603282.507049 args_parse_flags: next -X
1706603282.507051 args_parse_flags: -X
1706603282.507052 args_parse_flags: next cursor-down
1706603282.507053 args_parse: flags end at 2 of 3
1706603282.507055 args_parse: 2 = cursor-down (type STRING)
1706603282.507058 cmd_parse_build_commands: send-keys -X cursor-down
1706603282.507059 args_parse_flags: next -Tcopy-mode-vi
1706603282.507061 args_parse_flag_argument: -T = copy-mode-vi
1706603282.507062 args_parse_flags: next Down
1706603282.507063 args_parse: flags end at 2 of 4
1706603282.507065 args_parse: 2 = Down (type STRING)
1706603282.507067 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1706603282.507071 cmd_parse_build_commands: bind-key -T copy-mode-vi Down { send-keys -X cursor-down }
1706603282.507073 cmdq_get_command: [bind-key/0xaaab51ec1f90] group 2657
1706603282.507074 cmdq_append <global>: [bind-key/0xaaab51ec1f90]
1706603282.507076 yylex_token: end at WS
1706603282.507077 yylex_token: bind
1706603282.507078 yylex_token: end at WS
1706603282.507080 yylex_token: -Tcopy-mode-vi
1706603282.507081 yylex_token: end at WS
1706603282.507082 yylex_token: Left
1706603282.507084 yylex_token: end at WS
1706603282.507085 yylex_token: send
1706603282.507086 yylex_token: end at WS
1706603282.507088 yylex_token: -X
1706603282.507089 yylex_token: end at WS
1706603282.507090 yylex_token: cursor-left
1706603282.507092 cmd_parse_build_commands 0:0: bind
1706603282.507093 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.507095 cmd_parse_build_commands 0:2: Left
1706603282.507096 cmd_parse_build_commands 0:3 0:0: send
1706603282.507097 cmd_parse_build_commands 0:3 0:1: -X
1706603282.507100 cmd_parse_build_commands 0:3 0:2: cursor-left
1706603282.507101 cmd_parse_build_commands 0:0: send
1706603282.507103 cmd_parse_build_commands 0:1: -X
1706603282.507104 cmd_parse_build_commands 0:2: cursor-left
1706603282.507107 args_parse_flags: next -X
1706603282.507108 args_parse_flags: -X
1706603282.507110 args_parse_flags: next cursor-left
1706603282.507111 args_parse: flags end at 2 of 3
1706603282.507112 args_parse: 2 = cursor-left (type STRING)
1706603282.507115 cmd_parse_build_commands: send-keys -X cursor-left
1706603282.507116 args_parse_flags: next -Tcopy-mode-vi
